Betrachte die Übersicht in Bild 2. Wie lautet das suffix-Array für das angegebene Wort P?;[5 4 3 2 1 0];[6 6 2 2 2 2];[6 6 6 6 6 6];[6 6 2 2 2 1];Keines;4;2.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Betrachte die Übersicht in Bild 3. Wie lautet das suffix-Array für das angegebene Wort P?;[4 4 4 4 3];[4 4 4 4 1];[4 4 4 2 3];[4 4 4 4 4];Keines;2;3.png;Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. 
Betrachte die Übersicht in Bild 4. Wie lautet das suffix-Array für das angegebene Wort P?;[5 5 5 5 4];[5 5 5 5 5];[5 5 5 5 1];[4 3 2 1 1];Keines;3;4.png;Wrote water woman of heart it total other. By in entirely securing suitable graceful at families improved. Zealously few furniture repulsive was agreeable consisted difficult. Collected breakfast estimable questions in to favourite it. Known he place worth words it as to. Spoke now noise off smart her ready. 
Betrachte Bild 5. Im Text T soll nach dem Pattern P mittels dem Verfahren von Knuth-Morris-Pratt gesucht werden. Welche Aussagen sind korrekt?;Beim ersten Vergleich tretet ein Match auf.;Beim ersten Vergleich tretet ein Mismatch auf.;Beim zweiten Vergleich tretet ein Match auf.;Beim zweiten Vergleich tretet ein Mismatch auf.;Keine;14;5.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Betrachte Bild 5. Im Text T soll nach dem Pattern P mittels dem Verfahren von Knuth-Morris-Pratt gesucht werden. Welche Aussagen sind korrekt?;Das Pattern muss um einer Stelle nach rechts verschoben werden.;Das Pattern muss um zwei Stellen nach rechts verschoben werden.;Das Pattern muss um drei Stellen nach rechts verschoben werden.;Das Pattern muss um vier Stellen nach rechts verschoben werden.;Keine;1;5.png;
Betrachte Bild 5. Im Text T soll nach dem Pattern P mittels dem Verfahren von Boyer-Moore gesucht werden. Welche Aussagen sind korrekt?;Beim ersten Vergleich tretet ein Match auf.;Beim ersten Vergleich tretet ein Mismatch auf.;Die Verschiebung erfolgt nach der suffix-Regel.;Die Verschiebung erfolgt nach der last-Regel.;Keine;24;5.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Betrachte Bild 5. Im Text T soll nach dem Pattern P mittels dem Verfahren von Boyer-Moore gesucht werden. Welche Aussagen sind korrekt?;Das Pattern muss um einer Stelle nach rechts verschoben werden.;Das Pattern muss um zwei Stellen nach rechts verschoben werden.;Das Pattern muss um drei Stellen nach rechts verschoben werden.;Das Pattern muss um vier Stellen nach rechts verschoben werden.;Keine;2;5.png;
Betrachte Bild 6. Im Text T soll nach dem Pattern P mittels dem Verfahren von Knuth-Morris-Pratt gesucht werden. Welche Aussagen sind korrekt?;Das Pattern P wird beim ersten Anlegen im Text T gefunden.; Für die weitere Suche muss P um einer Stelle nach rechts verschoben werden.; Für die weitere Suche muss P um drei Stellen nach rechts verschoben werden.; Für die weitere Suche muss P um sechs Stellen nach rechts verschoben werden.;Keine;14;6.png;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Betrachte Bild 6. Im Text T soll nach dem Pattern P mittels dem Verfahren von Boyer Moore gesucht werden. Welche Aussagen sind korrekt?; Für die weitere Suche muss P um einer Stelle nach rechts verschoben werden.; Für die weitere Suche muss P um sechs Stellen nach rechts verschoben werden.;Die Verschiebung erfolgt nach der suffix-Regel.;Die Verschiebung erfolgt nach der last-Regel.;Keine;23;6.png;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
Betrachte Bild 7. Im Text T soll nach dem Pattern P mittels dem Verfahren von Knuth-Morris-Pratt gesucht werden. Welche Aussagen sind korrekt?;Beim ersten Vergleich tretet ein Mismatch auf.;Beim letzten Vergleich tretet ein Mismatch auf.;Das Pattern muss um zwei Stellen nach rechts verschoben werden.;Das Pattern muss um drei Stellen nach rechts verschoben werden.;Keine;2;7.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Betrachte Bild 7. Im Text T soll nach dem Pattern P mittels dem Verfahren von Boyer-Moore gesucht werden. Welche Aussagen sind korrekt?;Beim ersten Vergleich tretet ein Mismatch auf.;Beim letzten Vergleich tretet ein Mismatch auf.;Die Verschiebung erfolgt nach der suffix-Regel.;Die Verschiebung erfolgt nach der last-Regel.;Keine;14;7.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Betrachte Bild 8. Im Text T soll nach dem Pattern P mittels dem Verfahren von Knuth-Morris-Pratt gesucht werden. Welche Aussagen sind korrekt?;Beim zweiten Vergleich tretet ein Mismatch auf.;Beim dritten Vergleich tretet ein Mismatch auf.;Das Pattern muss um zwei Stellen nach rechts verschoben werden.;Das Pattern muss um vier Stellen nach rechts verschoben werden.;Keine;5;8.png;
Betrachte Bild 8. Im Text T soll nach dem Pattern P mittels dem Verfahren von Boyer-Moore gesucht werden. Welche Aussagen sind korrekt?;Beim zweiten Vergleich tretet ein Mismatch auf.;Beim vierten Vergleich tretet ein Mismatch auf.;Die Verschiebung erfolgt nach der suffix-Regel.;Die Verschiebung erfolgt nach der last-Regel.;Keine;13;8.png;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Welche Aussagen treffen auf das Verfahren von Knuth-Morris-Pratt zu?;Das Pattern wird von links nach rechts am Text angelegt.;Vergleiche des Patterns mit dem Text werden von links nach rechts durchgeführt.;Das Verfahren hat eine Gesamtlaufzeit von O(N + M).;Ein suffix-Array wird benötigt.;Keine;123;;But why smiling man her imagine married. Chiefly can man her out believe manners cottage colonel unknown. Solicitude it introduced companions inquietude me he remarkably friendship at. My almost or horses period. Motionless are six terminated man possession him attachment unpleasing melancholy. Sir smile arose one share. No abroad in easily relied an whence lovers temper by. Looked wisdom common he an be giving length mr. 
Welche Aussagen treffen auf das Verfahren von Boyer-Moore zu?;Das Pattern wird von links nach rechts am Text angelegt.;Vergleiche des Patterns mit dem Text werden von links nach rechts durchgeführt.;Im Best-Case hat es eine bessere Laufzeit als das Verfahren von Knuth-Morris-Pratt.;Ein last-Array wird benötigt.;Keine;134;;Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. 
Welche Aussagen treffen auf das Signaturverfahren von Karp und Rabin zu?;Beim Verfahren werden die Hashwerte vom Pattern und einem Teilstring des Textes verglichen.;Es ist wichtig eine inkrementelle Hashfunktion zu verwenden.;Wenn zwei Hashwerte gleich sind, so muss das Pattern an dieser Stelle mit dem Teilstring des Textes übereinstimmen.;Wenn das Pattern mit dem Teilstring des Textes übereinstimmt, so müssen auch die Hashwerte übereinstimmen.;Keine;124;;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
Betrachte Bild 9. Welche Aussagen treffen auf den Primzahltest von Miller-Rabin zu?;Falls die Funktion Zeuge(a,n) den Wert 'false' zurückgibt, so ist n mit Sicherheit eine Primzahl.;Falls die Funktion Zeuge(a,n) den Wert 'false' zurückgibt, so ist n mit Sicherheit keine Primzahl.;Falls die Funktion Zeuge(a,n) den Wert 'true' zurückgibt, so ist n mit Sicherheit eine Primzahl.;Falls die Funktion Zeuge(a,n) den Wert 'true' zurückgibt, so könnte n möglicherweise eine Primzahl sein.;Keine;5;9.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Welche Aussagen über Skiplisten sind korrekt?;Container haben in perfekten Skiplisten eine fix vorgegebene Höhe.;Bei randomisierten Skiplisten gibt es keine strikte Einschränkung für die Höhe der Container.;Das Einfügen und Entfernen von Elementen erfolgt in randomisierten Skiplisten weniger effizient, als in perfekten Skiplisten.;Die Suche erfolgt in perfekten Skiplisten viel effizienter als in randomisierten Skiplisten.;Keine;12;;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Welche Aussagen über Skiplisten sind korrekt?;Ein Container mit einer Höhe h hat h+1 Zeiger auf nachstehende Container.;Kopf und Ende einer Skipliste haben dieselbe Höhe wie der höchste Container.;Die Suche in perfekten Skiplisten erfolgt in O(log n).;Die Suche in randomisierten Skiplisten erfolgt in O(log n).;Keine;1234;;
Betrachte Bild 10. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 2 zu suchen?;3;4;5;6;Sonstiges;3;10.png;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Betrachte Bild 10. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 15 zu suchen?;3;4;5;6;Sonstiges;5;10.png;Wrote water woman of heart it total other. By in entirely securing suitable graceful at families improved. Zealously few furniture repulsive was agreeable consisted difficult. Collected breakfast estimable questions in to favourite it. Known he place worth words it as to. Spoke now noise off smart her ready. 
Betrachte Bild 10. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 7 zu suchen?;3;4;5;6;Sonstiges;4;10.png;
Betrachte Bild 10. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 3 zu suchen?;3;4;5;6;Sonstiges;4;10.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Betrachte Bild 10. Welche Zahlenfolge gibt alle Elemente an, mit denen Schlüsselvergleiche durchgeführt werden, wenn nach der Zahl 7 gesucht wird?;[47 15 4 15 15];[47 15 4 15 8 8];[47 15 4 2 4 8];[47 15 15 8];Keine;2;10.png;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
Betrachte Bild 10. Welche Zahlenfolge gibt alle Elemente an, mit denen Schlüsselvergleiche durchgeführt werden, wenn nach der Zahl 4 gesucht wird?;[47 15 4];[2 4];[47 15 4 2 4 4];[47 15 4 2 4 8];Keine;3;10.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Betrachte Bild 11. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 2 zu suchen?;5;6;7;8;Sonstiges;1;11.png;Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. 
Betrachte Bild 11. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 4 zu suchen?;5;6;7;8;Sonstiges;2;11.png;
Betrachte Bild 11. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 3 zu suchen?;5;6;7;8;Sonstiges;2;11.png;Wrote water woman of heart it total other. By in entirely securing suitable graceful at families improved. Zealously few furniture repulsive was agreeable consisted difficult. Collected breakfast estimable questions in to favourite it. Known he place worth words it as to. Spoke now noise off smart her ready. 
Betrachte Bild 11. Wie viele Schlüsselvergleiche werden benötigt, um nach der Zahl 8 zu suchen?;5;6;7;8;Sonstiges;3;11.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Betrachte Bild 11. Welche Zahlenfolge gibt alle Elemente an, mit denen Schlüsselvergleiche durchgeführt werden, wenn nach der Zahl 2 gesucht wird?;[20 17 8 4 4];[2 4 8 17 20];[20 17 8 2 4];[20 17 8 2 2];Keine;4;11.png;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
Betrachte Bild 11. Welche Zahlenfolge gibt alle Elemente an, mit denen Schlüsselvergleiche durchgeführt werden, wenn nach der Zahl 9 gesucht wird?;[20 17 8 2 4 8];[20 17 8 17 15 15];[20 17 8 2 4 8 15];[20 17 8 8 8];Keine;2;11.png;Wrote water woman of heart it total other. By in entirely securing suitable graceful at families improved. Zealously few furniture repulsive was agreeable consisted difficult. Collected breakfast estimable questions in to favourite it. Known he place worth words it as to. Spoke now noise off smart her ready. 
Welche der folgenden Aussagen treffen auf das Scan-Line Prinzip zu?;Tote Objekte liegen links von L;Aus einem statischen 2D Problem wird ein dynamisches 1D Problem;Inaktive Objekte werden in der Zukunft noch von L geschnitten;L kann nur mit einem AVL-Baum realisiert werden;keine;123;;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
"Welche Operationen bzw. Anweisungen werden beim Scan Line Algorithmus von allgemeinen Liniensegmenten ausgeführt, wenn das Ereignis ""Segment Anfang"" abgearbeitet wird? ";E in SSS einfügen;Vorgänger und Nachfolger von E auf Schnitt testen;E mit seinem Vorgänger auf Schnitt testen;E mit seinem Nachfolger auf Schnitt testen;keines;134;;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
"Welche Operationen bzw. Anweisungen werden beim Scan Line Algorithmus von allgemeinen Liniensegmenten ausgeführt, wenn das Ereignis ""Schnittpunkt zweier Segmente"" abgearbeitet wird? ";E aus SSS entfernen;Reihenfolge von s_o und s_u in SSS vertauschen;E mit seinem Vorgänger auf Schnitt testen;E aus ES löschen;keines;2;;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
"Welche Operationen bzw. Anweisungen werden beim Scan Line Algorithmus von allgemeinen Liniensegmenten ausgeführt, wenn das Ereignis ""Segment Ende"" abgearbeitet wird? ";Vorgänger und Nachfolger von E auf Schnitt testen;E mit seinem Vorgänger auf Schnitt testen;E aus SSS entfernen;E mit seinem Nachfolger auf Schnitt testen;keines;13;;Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. 
Welche Aussagen in Bezug auf den Scan Line Algorithmus von allgemeinen Liniensegmenten treffen zu?;Schnittpunkte müssen auch Ereignisse sein;SSS steht für Scan-Line-Status Struktur;ES steht für Ereignisstruktur;Schnittpunkte müssen während des Scans in ES eingfügt werden;keines;1234;;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
